epoch,train_loss,test_acc@1
67,3.258019277729939,42.76
68,3.2211228400161587,42.65
69,3.198682173011229,42.66
70,3.1853629707061137,43.04
71,3.1722242365178372,43.230000000000004
72,3.1731610888058377,42.99
73,3.1518469545030103,43.769999999999996
74,3.1309464248185304,43.269999999999996
75,3.118370874640868,44.019999999999996
76,3.08998517646003,44.01
77,3.0776754261292134,44.080000000000005
78,3.0722960860458848,45.15
79,3.050542922364068,44.6
80,3.038580479081144,44.93
81,3.007799465631701,45.24
82,3.019415415439409,45.019999999999996
83,2.98032445514325,45.15
84,2.9937398114155247,45.16
85,2.9917771889991367,45.82
86,2.975257957104555,46.1
87,2.9429292162669074,46.31
88,2.9328018267130114,46.08
89,2.925012912946878,45.660000000000004
90,2.8880631948254774,46.58
91,2.8970689281974873,46.7
92,2.8827563806907417,47.199999999999996
93,2.8713131958676366,47.57
94,2.858869791030884,47.17
95,2.8615585872807454,47.349999999999994
96,2.8331256994267098,47.23
97,2.822253787640444,47.39
98,2.8188407986434463,47.58
99,2.815227211136179,47.93
100,2.797728907201708,47.870000000000005
101,2.7758020518981303,47.97
102,2.780162191882576,47.69
103,2.7628426453501906,48.230000000000004
104,2.750086749951864,47.86
105,2.761062799040804,48.72
106,2.748576444448884,48.04
107,2.719495232572261,48.03
108,2.727502913819146,48.47
109,2.7251522614783847,48.16
110,2.7046297481379558,48.010000000000005
111,2.6979701469853983,49.84
112,2.6818283636545397,49.33
113,2.6672465629184368,48.64
114,2.6717377987104594,49.1
115,2.655815431752156,49.7
116,2.651181122691361,49.95
117,2.624355006463749,50.339999999999996
118,2.638007313934798,50.39
119,2.6243247248462795,50.56
120,2.61670728319699,50.06
121,2.6010463901401795,49.72
122,2.587815835303867,50.11
123,2.5935751826492783,50.33
124,2.5704333192294406,51.05
125,2.563635285367671,50.83
126,2.576273515052402,50.349999999999994
127,2.554668962340994,51.129999999999995
128,2.547903835158987,50.93
129,2.545453253480577,51.62
130,2.5257039070129395,51.09
131,2.5144904987099244,51.15
132,2.512167667605213,51.77
133,2.5112405216570983,51.49
134,2.505366622787161,51.51
135,2.489718936153294,51.93
136,2.476830010561599,51.15
137,2.4785665113901354,51.57000000000001
138,2.47207679207792,52.03
139,2.4632192960719475,51.31
140,2.4684858322143555,51.690000000000005
141,2.4521333212705003,52.23
142,2.443596903810796,52.99
143,2.4269544070528957,52.39
144,2.4314640993924486,52.21
145,2.421812195138833,52.99
146,2.4164751608347155,53.33
147,2.4009329068292047,52.769999999999996
148,2.4124334472970865,52.96999999999999
149,2.3919681200047127,53.26
150,2.388318393648285,52.32
151,2.3780215499327353,53.22
152,2.36417545977327,53.05
153,2.3721359538048814,53.239999999999995
154,2.3576955893605027,53.669999999999995
155,2.3549904282560052,53.98
156,2.350108724279502,53.769999999999996
157,2.338632949848765,53.63
158,2.326468669262129,53.349999999999994
159,2.326815199606197,53.94
160,2.324896723953719,54.1
161,2.317864715438528,53.65
162,2.3194096063830187,54.25
163,2.3085709970021986,54.11
164,2.308886400203115,54.26
165,2.2954648892904066,54.059999999999995
166,2.2832069126601073,54.33
167,2.280501577043042,54.36
168,2.2730523360144232,54.169999999999995
169,2.2830952541115357,54.690000000000005
170,2.2677102801726035,54.39000000000001
171,2.257909654342022,54.37
172,2.267973177211801,54.82
173,2.250309280513488,54.790000000000006
174,2.2574523527597643,54.790000000000006
175,2.249946756461232,54.910000000000004
176,2.2567141719700134,54.93
177,2.2458124381979716,54.53
178,2.2419612112733507,54.65
179,2.222395152160802,54.87
180,2.2451094327513705,54.7
181,2.2246793496240045,54.85
182,2.220006360221155,54.879999999999995
183,2.232718470170326,54.92
184,2.217379164449947,54.99000000000001
185,2.2155159380018095,55.05
186,2.2132944741199925,55.269999999999996
187,2.21349810079201,54.93
188,2.2106445253509834,55.00000000000001
189,2.2054663933429524,54.98
190,2.2184180549739563,55.04
191,2.1960630588924763,55.120000000000005
192,2.204592495849452,55.13
193,2.197347376764435,55.25
194,2.206744710194696,55.269999999999996
195,2.196544251491114,55.230000000000004
196,2.2076799083001837,55.269999999999996
197,2.1825094788344863,55.25
198,2.2040154233421245,55.22
199,2.2053794725654052,55.25
200,2.1957111825648044,55.120000000000005
