epoch,train_loss,test_acc@1
1,7.439481591440968,19.21
2,8.12573802594057,20.990000000000002
3,8.193728732079574,19.99
4,8.147074886204042,20.0
5,8.076355757172575,19.27
6,8.008941011330515,19.89
7,7.980675466281852,19.61
8,7.965878063870459,21.709999999999997
9,7.912201178442571,23.380000000000003
10,7.69805640289464,25.41
11,7.455941957296784,28.249999999999996
12,7.4679267971786025,29.01
13,7.165638161688736,31.019999999999996
14,7.073959955235117,32.519999999999996
15,7.0551120177986695,33.07
16,6.7913093026151365,35.57
17,6.694263694212609,36.3
18,6.641262241245545,37.39
19,6.580177744639289,38.78
20,6.458520756554358,42.44
21,6.250731615676093,44.3
22,6.148506533239305,46.150000000000006
23,6.027435381387927,47.25
24,5.8416930277322985,49.16
25,5.7191650892041395,50.57000000000001
26,5.573674801698665,52.32
27,5.411935806274414,52.35999999999999
28,5.285054378902789,55.08
29,5.166247102403149,55.410000000000004
30,5.038579842478959,56.03
31,4.914796917708879,58.87
32,4.799851805893416,59.709999999999994
33,4.679161843565321,60.519999999999996
34,4.622420079929313,60.69
35,4.5099482487157445,61.88
36,4.414962021345945,61.760000000000005
37,4.341246029765336,62.970000000000006
38,4.279974386864102,64.47
39,4.204232641102112,64.34
40,4.13784147783653,64.64
41,4.08519625417965,65.27
42,4.037084277143183,65.96
43,4.003826293748679,66.92
44,3.9367169743960666,66.36999999999999
45,3.9039007535914787,67.39
46,3.863777121317755,67.85
47,3.8307150417996434,68.47999999999999
48,3.764896938481282,68.73
49,3.7140503298376024,68.88
50,3.6938771070893277,68.54
51,3.6735133608591926,69.47
52,3.619208392408705,69.99
53,3.6191994504830274,69.16
54,3.5641583683564493,70.07
55,3.5505559124897434,70.38
56,3.536322394597162,70.95
57,3.5114054262023613,70.38
58,3.472429452483187,70.77
59,3.4616349456236533,70.58
60,3.4329153434517456,71.52
61,3.4235373846034416,71.89
62,3.3952740738072347,71.00999999999999
63,3.3598451565221414,71.74000000000001
64,3.34060243232963,71.78
65,3.313189715454259,71.67999999999999
66,3.3129767486729573,72.81
67,3.286987661086407,72.11
68,3.261772406469915,72.86
69,3.243499613299812,72.97
70,3.219723431105466,72.44
71,3.199851594020411,73.56
72,3.20195812539956,73.68
73,3.180666119781966,73.38
74,3.147709453228823,73.6
75,3.150903202823757,73.45
76,3.130155226618973,73.99
77,3.1217364502936293,73.72999999999999
78,3.0710690119831834,74.3
79,3.078428585504748,74.33
80,3.0655103983338345,74.58
81,3.04103870735955,74.86
82,3.049506649528582,74.53999999999999
83,3.0280425794345818,74.55000000000001
84,3.007989295979136,75.24
85,3.0002045164403226,74.77000000000001
86,2.977879961741339,75.08
87,2.966507862523659,74.46000000000001
88,2.97145706845313,75.51
89,2.965491776613845,75.94
90,2.9362888065810058,74.71
91,2.9056879490921177,75.67
92,2.8932073484991014,75.39
93,2.899007202423725,75.77000000000001
94,2.8859630712528817,76.06
95,2.861937134536271,76.53999999999999
96,2.865655112512333,76.61
97,2.8469650892867255,77.29
98,2.853325049901746,75.67
99,2.8343722771123514,76.84
100,2.807720265437647,76.88000000000001
101,2.797977850609219,76.98
102,2.8200032661870584,76.58
103,2.787400191592187,76.85
104,2.7883134797676323,77.25999999999999
105,2.7803143225994305,76.74
106,2.7468208799657132,77.25999999999999
107,2.7540467252436374,77.46
108,2.7385282295266378,77.5
109,2.7404536070282925,77.53999999999999
110,2.7324396015442525,78.19
111,2.6969316546449957,78.3
112,2.6826919255797397,77.7
113,2.6852954368001405,77.72
114,2.6867157995086357,78.8
115,2.6770385540637776,78.52
116,2.659613619145659,78.35
117,2.6515448388365126,78.11
118,2.654848799263079,78.36999999999999
119,2.637234628815012,78.78
120,2.6168081514614143,79.23
121,2.621077294202195,78.79
122,2.6162325303579115,78.7
123,2.595162214692106,79.32000000000001
124,2.6147040534265265,78.22
125,2.5900054617026416,79.13
126,2.5823045588031257,79.03
127,2.5857454550634955,79.73
128,2.562293163279897,79.43
129,2.5499215740518473,79.55
130,2.550246223960955,79.49000000000001
131,2.5261826269405403,79.71000000000001
132,2.5120009441965636,79.5
133,2.5147531966573182,79.93
134,2.5011394884168485,79.77
135,2.507393338016628,80.25
136,2.5025863794936347,80.07
137,2.4868108095581998,80.02
138,2.477478661488012,80.0
139,2.473753570281353,79.75
140,2.4640352431031847,80.03
141,2.444361266401625,80.23
142,2.4311248518756985,80.42
143,2.4380890511974846,80.44
144,2.444310925670506,80.15
145,2.4399831884915066,80.65
146,2.410896166083739,80.47999999999999
147,2.408710086468569,81.07
148,2.401985360175064,80.63
149,2.404917699774516,80.75
150,2.3893947576739123,80.66
151,2.391497004892408,81.08
152,2.3773849747844578,80.89
153,2.3664913079173293,80.77
154,2.3720025377175245,81.21000000000001
155,2.367809406260854,80.87
156,2.3561485821438817,81.47999999999999
157,2.3488414115512493,80.9
158,2.3472924011269796,81.5
159,2.343934934163831,81.04
160,2.3324464989691664,81.31
161,2.3282468220622268,81.84
162,2.319503693236518,81.62
163,2.296013871419061,81.61
164,2.3090174640576864,81.78999999999999
165,2.3139271367456495,81.83
166,2.289560723550541,81.98
167,2.2983631669860527,81.65
168,2.292612968031893,81.91000000000001
169,2.284556922224379,82.0
170,2.2701594264236924,82.14
171,2.272416313898932,82.12
172,2.2598829146513006,81.8
173,2.252785918638878,82.11
174,2.2532101562342692,82.05
