epoch,train_loss,test_acc@1
113,2.6034796262524793,51.78
114,2.5973076132154955,52.129999999999995
115,2.5859137097584832,51.83
116,2.577988666357453,52.72
117,2.573785892466909,51.66
118,2.5843243033615586,52.88
119,2.567266997602797,52.52
120,2.5609471945418525,52.71
121,2.545641638568996,52.190000000000005
122,2.5447703268110136,52.190000000000005
123,2.5330522551978985,52.459999999999994
124,2.533810136244469,52.449999999999996
125,2.537568016150563,52.09
126,2.525392682281966,52.61
127,2.518069311515572,52.580000000000005
128,2.5273211125246027,52.080000000000005
129,2.5046376493788256,53.269999999999996
130,2.504133745567086,52.27
131,2.502266171052284,52.480000000000004
132,2.4902083849169543,52.73
133,2.482390529101657,53.169999999999995
134,2.474361510620904,53.1
135,2.475959627898698,53.66
136,2.4622423673413465,53.13
137,2.4694507687362197,53.5
138,2.4595583296313728,52.690000000000005
139,2.4407205016342637,53.68000000000001
140,2.4357099336447177,53.36
141,2.439876807104681,54.02
142,2.4270307722779894,53.81
143,2.427233504265854,54.03
144,2.410916448868427,53.690000000000005
145,2.4018846516756667,54.26
146,2.397417675588549,54.169999999999995
147,2.3995172412125108,53.89000000000001
148,2.3901104558374464,54.510000000000005
149,2.3840640205697916,54.48
150,2.389435871360228,54.17999999999999
151,2.3797574731492506,53.800000000000004
152,2.3751107368272604,54.24
153,2.3680984506902005,54.17999999999999
154,2.3718067297001473,55.02
155,2.364025509234556,54.800000000000004
156,2.365761090799705,54.769999999999996
157,2.3536824958840596,55.059999999999995
158,2.3609490812439278,54.93
159,2.338837655549197,55.1
160,2.339231702470288,54.75
161,2.3358985492863606,55.15
162,2.3348713953470446,54.96
163,2.324865967957015,54.83
164,2.3205444001659905,54.669999999999995
165,2.326721995147233,55.28999999999999
166,2.303235117922124,55.1
167,2.31245166247653,55.31
168,2.3132051266345783,55.36
169,2.305031120162649,55.05
170,2.2996205423296114,55.2
171,2.2971281685780003,55.16
172,2.2937976994465306,55.669999999999995
173,2.285897827640022,55.48
174,2.2859036824137893,55.19
175,2.290782210753136,55.910000000000004
176,2.2835090873167685,55.53
177,2.268469102603873,55.589999999999996
178,2.26623383993955,55.69
179,2.2583884897920274,55.84
180,2.28062891222767,55.84
181,2.2647738407567606,55.669999999999995
182,2.2683019760957697,56.05
183,2.2585808739219746,55.93
184,2.2653142250690266,56.010000000000005
185,2.2629272077501437,55.86
186,2.2592072585194383,55.86
187,2.2682569395635546,56.14
188,2.25086467290662,55.779999999999994
189,2.25410447907202,56.05
190,2.2517445554438327,55.93
191,2.2616624414306328,56.00000000000001
192,2.2518702561093358,56.05
193,2.250380034299241,56.06
194,2.2518683782557853,55.96
195,2.2385169058730923,56.16
196,2.2426626436489143,56.02
197,2.246764332977767,56.16
198,2.2532070764561287,56.05
199,2.2382662492929044,56.05
200,2.2320580851171434,56.04
