epoch,train_loss,test_acc@1
173,2.305216693386589,82.21000000000001
174,2.3054435818465713,82.64
175,2.288954779044869,82.39
176,2.291172172605377,82.50999999999999
177,2.280288826559008,82.56
178,2.284366841168748,82.69
179,2.291483434205203,82.69999999999999
180,2.2905403830341458,82.56
181,2.280759403386067,82.61
182,2.270182135178871,82.64
183,2.281287598855717,82.77
184,2.271609989638181,82.78999999999999
185,2.261376031895274,82.88
186,2.277720404654434,82.76
187,2.254815136034464,82.80999999999999
188,2.2555146389400837,82.78999999999999
189,2.2707304979108045,82.85
190,2.268238632949357,82.80999999999999
191,2.273663889501513,82.78999999999999
192,2.2598933927791633,82.69
193,2.252574355331893,82.74000000000001
194,2.2577674413464734,82.75
195,2.266053037545116,82.78999999999999
196,2.2531043082168423,82.82000000000001
197,2.2538725789060297,82.82000000000001
198,2.260812862632201,82.80999999999999
199,2.2656651305169175,82.82000000000001
200,2.247596600621017,82.80999999999999
